RK,team_id,GP,PTS/G,OPP PTS,PLAYS,YDS,YDS/PLAY,1ST DWN,PENALTY,P YDS,TOP,+/- TOV,YEAR,PHASE,CATEGORY
21,LVR,16,28.2,452,1041,5721,5.5,320,116,941,32:40:00,-15,2014,REG,defense
22,CIN,16,21.5,344,1067,5746,5.4,337,105,876,30:25:00,0,2014,REG,defense
23,CLE,16,21.1,337,1118,5844,5.2,348,98,769,32:47:00,6,2014,REG,defense
24,ARI,16,18.7,299,1012,5891,5.8,300,130,1192,30:12:00,8,2014,REG,defense
25,TB,16,25.6,410,1068,5903,5.5,353,106,935,33:05:00,-8,2014,REG,defense
26,JAX,16,25.8,412,1085,5932,5.5,329,115,886,33:49:00,-6,2014,REG,defense
27,TEN,16,27.4,438,1099,5968,5.4,357,93,731,32:29:00,-10,2014,REG,defense
28,PHI,16,25.0,400,1114,6009,5.4,338,121,1089,33:20:00,-8,2014,REG,defense
29,NYG,16,25.0,400,1007,6012,6.0,326,105,948,29:16:00,-2,2014,REG,defense
30,CHI,16,27.6,442,1009,6034,6.0,325,106,978,30:06:00,-5,2014,REG,defense
31,NO,16,26.5,424,1023,6144,6.0,345,105,889,30:29:00,-13,2014,REG,defense
32,ATL,16,26.1,417,1038,6372,6.1,358,91,744,31:39:00,5,2014,REG,defense
1,PIT,1,30.0,30,55,299,5.4,19,2,14,24:43:00,-2,2014,POST,defense
2,DET,1,24.0,24,58,315,5.4,18,6,46,30:27:00,-2,2014,POST,defense
3,DEN,1,24.0,24,71,364,5.1,23,10,67,34:01:00,1,2014,POST,defense
4,ARI,1,27.0,27,74,386,5.2,25,8,80,37:06:00,0,2014,POST,defense
5,CAR,2,23.5,47,99,426,4.3,24,13,98,24:26:00,-3,2014,POST,defense
6,CIN,1,26.0,26,70,482,6.9,22,9,66,34:10:00,0,2014,POST,defense
7,GB,2,24.5,49,121,712,5.9,41,13,75,31:52:00,3,2014,POST,defense
8,BAL,2,26.0,52,138,809,5.9,51,15,174,31:19:00,1,2014,POST,defense
9,DAL,2,23.0,46,133,813,6.1,42,18,131,29:27:00,2,2014,POST,defense
10,IND,3,22.7,68,203,939,4.6,61,14,98,30:53:00,-3,2014,POST,defense
11,NE,3,20.7,62,178,1033,5.8,65,17,158,27:01:00,2,2014,POST,defense
12,SEA,3,22.3,67,205,1045,5.1,65,15,116,33:21:00,1,2014,POST,defense
1,DEN,16,18.5,296,1033,4530,4.4,289,104,773,31:37:00,-4,2015,REG,defense
2,SEA,16,17.3,277,947,4668,4.9,273,94,795,29:51:00,7,2015,REG,defense
3,HOU,16,19.6,313,986,4963,5.0,281,116,991,29:12:00,5,2015,REG,defense
4,NYJ,16,19.6,314,1013,5098,5.0,271,90,767,29:21:00,6,2015,REG,defense
5,ARI,16,19.6,313,982,5147,5.2,284,130,1202,28:56:00,9,2015,REG,defense
6,CAR,16,19.2,308,1058,5167,4.9,298,99,822,29:33:00,20,2015,REG,defense
7,KC,16,17.9,287,1037,5269,5.1,313,110,941,29:05:00,14,2015,REG,defense
8,BAL,16,25.1,401,1000,5398,5.4,311,103,748,31:36:00,-14,2015,REG,defense
9,NE,16,19.7,315,1042,5431,5.2,303,112,1013,30:02:00,7,2015,REG,defense
10,TB,16,26.1,417,1044,5446,5.2,351,104,859,32:35:00,-5,2015,REG,defense
11,CIN,16,17.4,279,1032,5453,5.3,307,116,1063,30:49:00,11,2015,REG,defense
12,TEN,16,26.4,423,1003,5475,5.5,317,112,982,31:44:00,-14,2015,REG,defense
13,MIN,16,18.9,302,1015,5507,5.4,318,109,875,30:48:00,5,2015,REG,defense
14,CHI,16,24.8,397,980,5527,5.6,307,98,895,29:26:00,-4,2015,REG,defense
15,GB,16,20.2,323,1014,5547,5.5,300,120,1107,30:52:00,5,2015,REG,defense
16,ATL,16,21.6,345,996,5562,5.6,335,95,728,28:25:00,-7,2015,REG,defense
17,DAL,16,23.4,374,998,5566,5.6,317,113,898,29:08:00,-22,2015,REG,defense
18,DET,16,25.0,400,999,5594,5.6,319,96,785,29:17:00,-6,2015,REG,defense
19,BUF,16,22.4,359,1017,5702,5.6,321,113,906,29:42:00,6,2015,REG,defense
20,LAC,16,24.9,398,959,5791,6.0,299,120,976,29:41:00,-4,2015,REG,defense
21,PIT,16,19.9,319,1055,5809,5.5,327,121,1149,31:54:00,2,2015,REG,defense
22,LVR,16,24.9,399,1085,5818,5.4,344,104,943,31:58:00,1,2015,REG,defense
23,LAR,16,20.6,330,1091,5885,5.4,320,109,992,33:12:00,5,2015,REG,defense
24,JAX,16,28.0,448,1102,6000,5.4,362,114,989,33:47:00,-10,2015,REG,defense
25,MIA,16,24.3,389,1075,6019,5.6,351,121,1005,33:38:00,-3,2015,REG,defense
26,IND,16,25.5,408,1072,6066,5.7,331,133,1168,31:06:00,-5,2015,REG,defense
27,CLE,16,27.0,432,998,6067,6.1,321,108,833,30:08:00,-9,2015,REG,defense
28,WAS,16,23.7,379,1010,6090,6.0,329,112,955,28:26:00,5,2015,REG,defense
29,SF,16,24.2,387,1081,6199,5.7,356,112,920,34:09:00,-5,2015,REG,defense
30,PHI,16,26.9,430,1148,6426,5.6,365,123,1051,34:09:00,-5,2015,REG,defense
31,NO,16,29.8,476,996,6615,6.6,380,114,887,29:59:00,2,2015,REG,defense
32,NYG,16,27.6,442,1105,6725,6.1,367,120,1077,32:03:00,7,2015,REG,defense
1,MIN,1,10.0,10,56,226,4.0,13,6,65,27:34:00,0,2015,POST,defense
2,HOU,1,30.0,30,62,314,5.1,18,5,52,34:25:00,-4,2015,POST,defense
3,WAS,1,35.0,35,69,346,5.0,24,3,23,29:33:00,0,2015,POST,defense
4,CIN,1,18.0,18,69,369,5.3,21,10,142,30:37:00,-2,2015,POST,defense
5,SEA,2,20.0,40,120,478,4.0,33,5,71,34:02:00,-2,2015,POST,defense
6,KC,2,13.5,27,118,566,4.8,35,10,53,24:52:00,3,2015,POST,defense
7,PIT,2,19.5,39,139,603,4.3,38,12,128,30:28:00,1,2015,POST,defense
8,NE,2,20.0,40,148,622,4.2,39,12,91,34:50:00,0,2015,POST,defense
9,GB,2,22.0,44,133,722,5.4,40,10,81,31:39:00,1,2015,POST,defense
10,ARI,2,34.5,69,133,862,6.5,39,13,100,33:26:00,-7,2015,POST,defense
11,CAR,3,21.0,63,181,884,4.9,55,17,122,25:59:00,6,2015,POST,defense
12,DEN,3,14.7,44,211,1047,5.0,57,24,193,30:29:00,4,2015,POST,defense
1,HOU,16,20.5,328,950,4821,5.1,272,114,950,29:52:00,-7,2016,REG,defense
2,ARI,16,22.6,362,1019,4883,4.8,293,123,1010,30:03:00,0,2016,REG,defense
3,MIN,16,19.2,307,993,5038,5.1,304,99,825,30:49:00,11,2016,REG,defense
4,DEN,16,18.6,297,1076,5057,4.7,306,110,990,32:53:00,2,2016,REG,defense
5,SEA,16,18.2,292,1020,5099,5.0,307,103,925,31:53:00,1,2016,REG,defense
6,JAX,16,25.0,400,1030,5147,5.0,305,101,948,31:51:00,-16,2016,REG,defense
7,BAL,16,20.1,321,993,5154,5.2,294,94,900,29:14:00,5,2016,REG,defense
8,NE,16,15.6,250,998,5223,5.2,294,113,930,29:47:00,12,2016,REG,defense
9,LAR,16,24.6,394,1038,5392,5.2,325,108,920,31:39:00,-11,2016,REG,defense
10,NYG,16,17.8,284,1062,5435,5.1,298,104,853,32:41:00,-2,2016,REG,defense
11,NYJ,16,25.6,409,1000,5479,5.5,318,74,650,30:43:00,-20,2016,REG,defense
12,PIT,16,20.4,327,997,5482,5.5,313,109,920,30:00:00,5,2016,REG,defense
13,PHI,16,20.7,331,978,5484,5.6,300,99,837,28:56:00,6,2016,REG,defense
14,DAL,16,19.1,306,1009,5503,5.5,330,90,784,29:32:00,5,2016,REG,defense
15,CHI,16,24.9,399,1012,5548,5.5,322,103,959,32:53:00,-20,2016,REG,defense
16,LAC,16,26.4,423,1025,5554,5.4,330,118,837,30:08:00,-7,2016,REG,defense
17,CIN,16,19.7,315,1038,5612,5.4,327,105,950,31:36:00,3,2016,REG,defense
18,DET,16,22.4,358,964,5676,5.9,333,122,979,30:18:00,-1,2016,REG,defense
19,BUF,16,23.6,378,1018,5712,5.6,338,106,884,31:06:00,6,2016,REG,defense
20,TEN,16,23.6,378,1031,5721,5.5,324,137,1191,29:28:00,0,2016,REG,defense
21,CAR,16,25.1,402,1035,5755,5.6,329,112,907,29:10:00,-2,2016,REG,defense
22,GB,16,24.2,388,987,5823,5.9,329,109,964,29:46:00,8,2016,REG,defense
23,TB,16,23.1,369,1013,5887,5.8,326,121,1061,30:52:00,2,2016,REG,defense
24,KC,16,19.4,311,1063,5897,5.5,342,109,797,31:39:00,16,2016,REG,defense
25,ATL,16,25.4,406,1059,5939,5.6,358,113,974,30:00:00,11,2016,REG,defense
26,LVR,16,24.1,385,987,6002,6.1,318,115,1051,29:06:00,16,2016,REG,defense
27,NO,16,28.4,454,1008,6006,6.0,353,104,881,29:03:00,-3,2016,REG,defense
28,WAS,16,23.9,383,1050,6046,5.8,368,100,1023,31:51:00,0,2016,REG,defense
29,IND,16,24.5,392,1023,6122,6.0,353,125,1155,30:34:00,-5,2016,REG,defense
30,MIA,16,23.8,380,1088,6122,5.6,349,109,919,32:18:00,2,2016,REG,defense
31,CLE,16,28.2,452,1067,6279,5.9,364,104,930,33:54:00,-12,2016,REG,defense
32,SF,16,30.0,480,1103,6501,5.9,358,93,795,33:28:00,-5,2016,REG,defense
1,LVR,1,27.0,27,69,291,4.2,19,7,65,33:29:00,-3,2016,POST,defense
2,MIA,1,30.0,30,54,367,6.8,19,6,60,27:58:00,-1,2016,POST,defense
3,DET,1,26.0,26,71,387,5.5,24,6,40,36:39:00,0,2016,POST,defense
4,KC,1,18.0,18,66,389,5.9,20,4,53,34:13:00,-1,2016,POST,defense
5,NYG,1,38.0,38,70,406,5.8,23,2,20,34:31:00,-2,2016,POST,defense
6,DAL,1,34.0,34,63,414,6.6,27,3,22,29:46:00,0,2016,POST,defense
7,HOU,2,24.0,48,136,580,4.3,36,13,113,27:00:00,3,2016,POST,defense
8,SEA,2,21.0,42,119,653,5.5,41,9,78,28:20:00,-2,2016,POST,defense
9,PIT,3,21.3,64,182,963,5.3,60,14,134,30:45:00,0,2016,POST,defense
10,NE,3,20.3,61,179,997,5.6,53,17,159,28:10:00,1,2016,POST,defense
11,ATL,3,25.0,75,211,1222,5.8,78,17,126,31:11:00,5,2016,POST,defense
12,GB,3,29.3,88,195,1287,6.6,70,13,123,30:47:00,0,2016,POST,defense
1,MIN,16,15.8,252,956,4415,4.6,260,105,928,28:34:00,5,2017,REG,defense
2,JAX,16,16.8,268,993,4578,4.6,257,112,1050,29:42:00,10,2017,REG,defense
3,DEN,16,23.9,382,952,4640,4.9,266,89,821,29:32:00,-17,2017,REG,defense
4,PHI,16,18.4,295,976,4904,5.0,272,101,917,27:19:00,11,2017,REG,defense
5,PIT,16,19.2,308,940,4910,5.2,270,110,1041,28:07:00,2,2017,REG,defense
6,ARI,16,22.6,361,1007,4975,4.9,283,129,1128,30:33:00,-4,2017,REG,defense
7,CAR,16,20.4,327,953,5074,5.3,282,101,867,28:43:00,-1,2017,REG,defense
8,DAL,16,20.8,332,1000,5089,5.1,312,107,880,30:48:00,-1,2017,REG,defense
9,ATL,16,19.7,315,994,5094,5.1,323,103,880,30:10:00,-2,2017,REG,defense
10,CHI,16,20.0,320,1003,5106,5.1,298,118,910,32:38:00,0,2017,REG,defense
11,SEA,16,20.8,332,1045,5171,4.9,316,102,878,31:41:00,8,2017,REG,defense
12,BAL,16,18.9,303,1045,5201,5.0,296,96,807,30:37:00,17,2017,REG,defense
13,TEN,16,22.2,356,1046,5248,5.0,323,119,942,30:24:00,-4,2017,REG,defense
14,CLE,16,25.6,410,1026,5250,5.1,315,101,905,33:37:00,-28,2017,REG,defense
15,LAC,16,17.0,272,997,5254,5.3,282,109,995,30:04:00,12,2017,REG,defense
16,MIA,16,24.6,393,989,5371,5.4,319,122,1077,31:35:00,-14,2017,REG,defense
17,NO,16,20.4,326,1002,5384,5.4,308,108,850,29:00:00,7,2017,REG,defense
18,CIN,16,21.8,349,1091,5425,5.0,325,106,906,33:55:00,-9,2017,REG,defense
19,LAR,16,20.6,329,1020,5434,5.3,300,102,808,30:54:00,7,2017,REG,defense
20,HOU,16,27.2,436,973,5546,5.7,301,122,1128,30:54:00,-12,2017,REG,defense
21,WAS,16,24.2,388,1045,5566,5.3,307,100,887,30:25:00,-4,2017,REG,defense
22,GB,16,24.0,384,1014,5582,5.5,331,94,832,32:38:00,-3,2017,REG,defense
23,LVR,16,23.3,373,994,5601,5.6,304,102,944,31:07:00,-14,2017,REG,defense
24,SF,16,23.9,383,1065,5625,5.3,343,97,791,32:51:00,-3,2017,REG,defense
25,NYJ,16,23.9,382,1052,5636,5.4,329,114,981,30:23:00,-4,2017,REG,defense
26,BUF,16,22.4,359,1066,5682,5.3,348,97,873,32:11:00,9,2017,REG,defense
27,DET,16,23.5,376,1037,5692,5.5,350,110,971,30:12:00,10,2017,REG,defense
28,KC,16,21.2,339,1044,5842,5.6,352,107,864,30:35:00,15,2017,REG,defense
29,NE,16,18.5,296,1022,5856,5.7,325,111,1035,29:23:00,6,2017,REG,defense
30,IND,16,25.2,404,1026,5873,5.7,324,102,822,31:29:00,5,2017,REG,defense
31,NYG,16,24.2,388,1052,5971,5.7,313,115,923,32:49:00,-3,2017,REG,defense
32,TB,16,23.9,382,1011,6049,6.0,327,109,937,31:32:00,-1,2017,REG,defense
1,BUF,1,10.0,10,59,230,3.9,15,5,34,27:23:00,-2,2017,POST,defense
2,LAR,1,26.0,26,72,322,4.5,20,4,51,37:35:00,-2,2017,POST,defense
3,PIT,1,45.0,45,61,378,6.2,22,3,40,28:50:00,-2,2017,POST,defense
4,KC,1,22.0,22,64,397,6.2,23,8,50,32:28:00,2,2017,POST,defense
5,CAR,1,31.0,31,56,410,7.3,21,7,96,26:11:00,1,2017,POST,defense
6,ATL,2,14.0,28,127,695,5.5,41,9,69,27:16:00,4,2017,POST,defense
7,TEN,2,28.0,56,133,763,5.7,50,12,105,30:14:00,-2,2017,POST,defense
8,MIN,2,31.0,62,131,814,6.2,50,11,152,30:24:00,-2,2017,POST,defense
9,NO,2,27.5,55,142,816,5.7,48,6,48,34:33:00,-2,2017,POST,defense
10,JAX,3,23.0,69,213,1152,5.4,70,10,87,30:33:00,5,2017,POST,defense
11,NE,3,25.0,75,203,1179,5.8,62,22,195,32:05:00,-1,2017,POST,defense
12,PHI,3,16.7,50,198,1227,6.2,70,7,97,27:35:00,1,2017,POST,defense
1,BAL,16,17.9,287,974,4687,4.8,286,113,1017,28:15:00,-3,2018,REG,defense
2,BUF,16,23.4,374,968,4706,4.9,293,99,976,30:31:00,-5,2018,REG,defense
3,CHI,16,17.7,283,1004,4795,4.8,278,114,1022,29:42:00,12,2018,REG,defense
4,MIN,16,21.3,341,993,4955,5.0,303,106,834,31:03:00,0,2018,REG,defense
5,JAX,16,19.8,316,970,4983,5.1,288,92,735,30:46:00,-12,2018,REG,defense
6,PIT,16,22.5,360,987,5235,5.3,317,136,1170,30:37:00,-11,2018,REG,defense
7,DAL,16,20.2,324,981,5268,5.4,309,89,681,29:29:00,3,2018,REG,defense
8,TEN,16,18.9,303,1001,5334,5.3,298,120,984,31:51:00,-1,2018,REG,defense
9,LAC,16,20.6,329,981,5339,5.4,311,103,828,29:17:00,1,2018,REG,defense
10,DET,16,22.5,360,942,5360,5.7,315,94,886,29:36:00,-5,2018,REG,defense
11,IND,16,21.5,344,995,5431,5.5,315,131,1115,31:33:00,2,2018,REG,defense
12,HOU,16,19.8,316,1022,5490,5.4,298,117,945,30:22:00,13,2018,REG,defense
13,SF,16,27.2,435,1023,5546,5.4,337,117,1011,31:31:00,-25,2018,REG,defense
14,NO,16,22.1,353,978,5585,5.7,333,85,814,29:34:00,8,2018,REG,defense
15,CAR,16,23.9,382,948,5651,6.0,315,91,805,29:16:00,1,2018,REG,defense
16,SEA,16,21.7,347,955,5653,5.9,323,108,981,29:57:00,15,2018,REG,defense
17,WAS,16,22.4,359,996,5654,5.7,330,102,791,30:22:00,7,2018,REG,defense
18,GB,16,25.0,400,1017,5670,5.6,331,97,792,31:48:00,0,2018,REG,defense
19,LAR,16,24.0,384,960,5737,6.0,322,99,852,29:18:00,11,2018,REG,defense
20,ARI,16,26.6,425,1065,5741,5.4,357,100,790,33:27:00,-12,2018,REG,defense
21,NE,16,20.3,325,1002,5746,5.7,322,91,838,29:55:00,10,2018,REG,defense
22,DEN,16,21.8,349,1022,5842,5.7,318,123,1006,31:02:00,7,2018,REG,defense
23,PHI,16,21.8,348,1002,5859,5.8,308,115,995,28:29:00,-6,2018,REG,defense
24,NYG,16,25.8,412,1034,5942,5.7,346,110,919,32:30:00,2,2018,REG,defense
25,NYJ,16,27.6,441,1061,6086,5.7,343,95,817,31:03:00,-10,2018,REG,defense
26,LVR,16,29.2,467,973,6102,6.3,317,117,991,30:32:00,-7,2018,REG,defense
27,TB,16,29.0,464,998,6134,6.1,356,127,1156,30:01:00,-18,2018,REG,defense
28,ATL,16,26.4,423,1031,6152,6.0,375,108,1001,31:51:00,1,2018,REG,defense
29,MIA,16,27.1,433,1024,6257,6.1,350,107,856,33:31:00,5,2018,REG,defense
30,CLE,16,24.5,392,1122,6288,5.6,377,119,990,33:48:00,7,2018,REG,defense
31,KC,16,26.3,421,1109,6488,5.9,419,107,881,31:20:00,9,2018,REG,defense
32,CIN,16,28.4,455,1084,6618,6.1,372,113,944,33:33:00,1,2018,REG,defense
1,BAL,1,23.0,23,66,243,3.7,14,5,35,33:40:00,-2,2018,POST,defense
2,CHI,1,16.0,16,64,300,4.7,21,3,25,30:48:00,2,2018,POST,defense
3,SEA,1,24.0,24,68,380,5.6,23,6,36,34:50:00,1,2018,POST,defense
4,HOU,1,21.0,21,67,422,6.3,26,2,10,31:14:00,0,2018,POST,defense
5,NO,2,20.0,40,115,628,5.5,34,11,94,27:23:00,1,2018,POST,defense
6,LAC,2,29.0,58,137,727,5.3,41,16,116,32:20:00,0,2018,POST,defense
7,IND,2,19.0,38,146,755,5.2,49,14,121,34:18:00,0,2018,POST,defense
8,DAL,2,26.0,52,128,758,5.9,41,9,77,31:42:00,-1,2018,POST,defense
9,PHI,2,17.5,35,134,776,5.8,42,14,136,34:31:00,-3,2018,POST,defense
10,KC,2,25.0,50,147,790,5.4,51,16,131,32:05:00,2,2018,POST,defense
11,NE,3,20.7,62,170,885,5.2,54,18,126,23:08,0,2018,POST,defense
12,LAR,3,19.3,58,187,1005,5.4,60,10,66,29:13:00,0,2018,POST,defense
1,NE,16,14.1,225,948,4414,4.7,261,107,920,28:18:00,21,2019,REG,defense
2,SF,16,19.4,310,968,4509,4.7,285,116,957,29:00:00,4,2019,REG,defense
3,BUF,16,16.2,259,985,4772,4.8,295,94,815,30:01:00,4,2019,REG,defense
4,BAL,16,17.6,282,921,4809,5.2,276,97,795,26:30:00,10,2019,REG,defense
5,PIT,16,18.9,303,1030,4866,4.7,304,115,1118,31:26:00,8,2019,REG,defense
6,LAC,16,21.6,345,923,5009,5.4,285,108,959,30:32:00,-17,2019,REG,defense
7,NYJ,16,22.4,359,1037,5170,5.0,302,107,902,31:07:00,-4,2019,REG,defense
8,CHI,16,18.6,298,1017,5186,5.1,306,113,923,30:44:00,0,2019,REG,defense
9,DAL,16,20.1,321,1015,5232,5.2,327,102,855,30:28:00,-1,2019,REG,defense
10,PHI,16,22.1,354,967,5307,5.5,289,115,959,27:12:00,-3,2019,REG,defense
11,NO,16,21.3,341,999,5329,5.3,311,92,713,28:41:00,15,2019,REG,defense
12,DEN,16,19.8,316,1003,5392,5.4,305,121,1041,31:39:00,1,2019,REG,defense
13,LAR,16,22.8,364,1056,5434,5.1,324,105,829,31:59:00,0,2019,REG,defense
14,MIN,16,18.9,303,1053,5465,5.2,324,83,713,31:10:00,11,2019,REG,defense
15,TB,16,28.1,449,1073,5503,5.1,331,111,971,29:19:00,-13,2019,REG,defense
16,IND,16,23.3,373,986,5549,5.6,323,111,1040,30:07:00,2,2019,REG,defense
17,KC,16,19.2,308,1043,5594,5.4,344,116,844,31:33:00,8,2019,REG,defense
18,GB,16,19.6,313,998,5642,5.7,310,97,968,29:32:00,12,2019,REG,defense
19,LVR,16,26.2,419,963,5677,5.9,344,91,763,29:59:00,-2,2019,REG,defense
20,ATL,16,24.9,399,985,5693,5.8,330,127,1080,29:04:00,-5,2019,REG,defense
21,TEN,16,20.7,331,1056,5752,5.4,335,125,1025,31:29:00,6,2019,REG,defense
22,CLE,16,24.6,393,1014,5785,5.7,345,107,836,30:18:00,-8,2019,REG,defense
23,CAR,16,29.4,470,1042,5992,5.8,355,109,940,31:05:00,-14,2019,REG,defense
24,JAX,16,24.8,397,999,6007,6.0,340,102,883,30:31:00,-1,2019,REG,defense
25,NYG,16,28.2,451,1061,6037,5.7,343,117,922,32:57:00,-17,2019,REG,defense
26,SEA,16,24.9,398,1014,6106,6.0,346,96,798,29:25:00,12,2019,REG,defense
27,WAS,16,27.2,435,1079,6162,5.7,354,94,805,33:10:00,1,2019,REG,defense
28,HOU,16,24.1,385,1020,6213,6.1,346,109,859,30:58:00,0,2019,REG,defense
29,CIN,16,26.2,420,1034,6299,6.1,328,122,988,31:00:00,-14,2019,REG,defense
30,MIA,16,30.9,494,1053,6364,6.0,361,111,1084,32:42:00,-10,2019,REG,defense
31,DET,16,26.4,423,1094,6406,5.9,365,117,960,31:28:00,-5,2019,REG,defense
32,ARI,16,27.6,442,1080,6432,6.0,375,114,1041,33:56:00,-1,2019,REG,defense
1,NE,1,20.0,20,57,272,4.8,19,5,25,31:09:00,-1,2019,POST,defense
2,BAL,1,28.0,28,53,300,5.7,15,5,20,27:54:00,-3,2019,POST,defense
3,BUF,1,22.0,22,65,360,5.5,19,4,20,36:25:00,0,2019,POST,defense
4,NO,1,26.0,26,74,362,4.9,22,4,26,36:56:00,-1,2019,POST,defense
5,PHI,1,17.0,17,57,382,6.7,16,11,114,26:45:00,0,2019,POST,defense
6,SEA,2,18.5,37,120,626,5.2,42,11,75,31:22:00,0,2019,POST,defense
7,MIN,2,23.5,47,122,632,5.2,40,11,90,33:56:00,1,2019,POST,defense
8,GB,2,30.0,60,111,729,6.6,42,8,57,30:39:00,-3,2019,POST,defense
9,HOU,2,35.0,70,138,859,6.2,53,11,101,30:20:00,0,2019,POST,defense
10,SF,3,20.3,61,178,902,5.1,54,11,85,29:40:00,3,2019,POST,defense
11,KC,3,25.0,75,190,1088,5.7,64,20,217,31:31:00,0,2019,POST,defense
12,TEN,3,20.0,60,215,1241,5.8,74,19,145,30:16:00,4,2019,POST,defense
1,LAR,16,18.5,296,989,4511,4.6,280,78,582,28:59:00,-3,2020,REG,defense
2,WAS,16,20.6,329,1004,4873,4.9,289,85,708,30:05:00,-4,2020,REG,defense
3,PIT,16,19.5,312,996,4893,4.9,281,103,980,29:11:00,9,2020,REG,defense
4,NO,16,21.1,337,992,4974,5.0,320,64,517,29:42:00,9,2020,REG,defense
5,SF,16,24.4,390,997,5030,5.0,311,79,709,29:37:00,-11,2020,REG,defense
6,TB,16,22.2,355,1023,5234,5.1,319,95,1015,31:06:00,8,2020,REG,defense
7,BAL,16,18.9,303,1017,5276,5.2,347,77,646,29:47:00,4,2020,REG,defense
8,IND,16,22.6,362,992,5314,5.4,329,86,755,29:04:00,10,2020,REG,defense
9,GB,16,23.1,369,974,5344,5.5,332,79,734,28:36:00,7,2020,REG,defense
10,LAC,16,26.6,426,997,5495,5.5,324,94,869,29:26:00,3,2020,REG,defense
11,CHI,16,23.1,370,1020,5519,5.4,331,95,861,30:03:00,-4,2020,REG,defense
12,NYG,16,22.3,357,1046,5589,5.3,353,88,681,31:18:00,0,2020,REG,defense
13,ARI,16,22.9,367,1054,5631,5.3,363,104,841,32:33:00,0,2020,REG,defense
14,BUF,16,23.4,375,1025,5640,5.5,351,86,728,28:15:00,4,2020,REG,defense
15,NE,16,22.1,353,982,5660,5.8,339,82,639,31:02:00,3,2020,REG,defense
16,KC,16,22.6,362,1022,5733,5.6,353,97,760,30:59:00,6,2020,REG,defense
17,CLE,16,26.2,419,1035,5735,5.5,352,84,690,29:06:00,5,2020,REG,defense
18,CAR,16,25.1,402,1022,5761,5.6,360,85,713,29:01:00,1,2020,REG,defense
19,PHI,16,26.1,418,1060,5810,5.5,340,112,1036,31:22:00,-10,2020,REG,defense
20,MIA,16,21.1,338,998,5886,5.9,336,85,805,29:43:00,9,2020,REG,defense
21,DEN,16,27.9,446,1043,5887,5.6,333,106,952,31:01:00,-16,2020,REG,defense
22,SEA,16,23.2,371,1112,6089,5.5,376,94,803,30:29:00,4,2020,REG,defense
23,DAL,16,29.6,473,1054,6183,5.9,359,91,733,32:38:00,-3,2020,REG,defense
24,NYJ,16,28.6,457,1081,6201,5.7,381,99,899,32:06:00,0,2020,REG,defense
25,LVR,16,29.9,478,1039,6225,6.0,381,95,915,29:28:00,-11,2020,REG,defense
26,CIN,16,26.5,424,1021,6230,6.1,343,99,795,29:28:00,-7,2020,REG,defense
27,MIN,16,29.7,475,1036,6292,6.1,366,83,723,30:21:00,-1,2020,REG,defense
28,TEN,16,27.4,439,1076,6372,5.9,391,103,840,32:48:00,11,2020,REG,defense
29,ATL,16,25.9,414,1034,6376,6.2,367,91,800,29:18:00,3,2020,REG,defense
30,HOU,16,29.0,464,1068,6668,6.2,390,76,678,33:55:00,-9,2020,REG,defense
31,JAX,16,30.8,492,1068,6683,6.3,394,78,710,33:39:00,-8,2020,REG,defense
32,DET,16,32.4,519,1068,6716,6.3,415,103,797,32:06:00,-9,2020,REG,defense
1,SEA,1,30.0,30,71,333,4.7,16,2,15,33:39:00,-2,2020,POST,defense
2,CHI,1,21.0,21,75,385,5.1,27,4,20,38:58:00,1,2020,POST,defense
3,PIT,1,48.0,48,65,390,6.0,20,3,20,27:14:00,-5,2020,POST,defense
4,IND,1,27.0,27,58,397,6.8,22,2,7,25:43:00,0,2020,POST,defense
5,TEN,1,20.0,20,64,401,6.3,22,5,60,33:38:00,0,2020,POST,defense
6,BAL,2,15.0,30,104,429,4.1,29,4,21,25:24:00,-1,2020,POST,defense
7,WAS,1,31.0,31,72,507,7.0,26,3,24,31:12:00,0,2020,POST,defense
8,NO,2,19.5,39,118,555,4.7,31,16,112,26:16:00,-5,2020,POST,defense
9,GB,2,24.5,49,111,595,5.4,36,5,43,25:36:00,1,2020,POST,defense
10,LAR,2,26.0,52,129,762,5.9,39,12,82,31:16:00,2,2020,POST,defense
11,CLE,2,29.5,59,147,991,6.7,58,11,80,32:42:00,4,2020,POST,defense
12,KC,3,24.0,72,193,1011,5.2,71,11,102,30:52:00,-1,2020,POST,defense
13,BUF,3,21.7,65,213,1251,5.9,75,13,101,34:40:00,1,2020,POST,defense
14,TB,4,19.5,78,267,1400,5.2,88,22,209,30:08:00,5,2020,POST,defense
1,BUF,17,17.0,289,1014,4637,4.6,285,102,844,29:34:00,8,2021,REG,defense
2,CAR,17,23.8,404,1028,5201,5.1,311,108,896,30:31:00,-13,2021,REG,defense
3,SF,17,21.5,365,1032,5270,5.1,318,94,793,30:48:00,-4,2021,REG,defense
4,NE,17,17.8,303,1038,5284,5.1,308,100,831,30:43:00,7,2021,REG,defense
5,CLE,17,21.8,371,1056,5296,5.0,327,98,877,29:12:00,-3,2021,REG,defense
6,CHI,17,23.9,407,1009,5384,5.3,321,93,856,30:40:00,-13,2021,REG,defense
7,NO,17,19.7,335,1064,5410,5.1,304,89,761,30:40:00,7,2021,REG,defense
8,DEN,17,18.9,322,1039,5544,5.3,312,103,921,29:12:00,1,2021,REG,defense
