RK,team_id,GP,PTS/G,OPP PTS,PLAYS,YDS,YDS/PLAY,1ST DWN,PENALTY,P YDS,TOP,+/- TOV,YEAR,PHASE,CATEGORY
1,CHI,16,11.7,187,962,4130,4.3,241,108,859,28:56:00,2,1986,REG,defense
2,NYG,16,14.8,236,986,4771,4.8,284,120,978,28:10:00,12,1986,REG,defense
3,LVR,16,21.6,346,1005,4804,4.8,283,116,858,29:06:00,-11,1986,REG,defense
4,LAR,16,21.9,351,1056,4867,4.6,303,86,677,31:11:00,-6,1986,REG,defense
5,SF,16,15.4,247,1036,4896,4.7,285,89,653,30:08:00,18,1986,REG,defense
6,ATL,16,17.5,280,995,4908,4.9,267,107,834,28:12:00,5,1986,REG,defense
7,LAR,16,16.7,267,1026,4917,4.8,269,92,804,31:33:00,4,1986,REG,defense
8,KC,16,20.4,326,1103,4934,4.5,310,117,990,32:31:00,13,1986,REG,defense
9,DEN,16,20.4,327,1011,4955,4.9,291,126,1029,30:30:00,6,1986,REG,defense
10,MIN,16,17.1,273,1021,5014,4.9,286,99,796,30:56:00,13,1986,REG,defense
11,GB,16,26.1,418,1046,5020,4.8,312,79,663,32:49:00,-15,1986,REG,defense
12,DAL,16,21.1,337,1021,5024,4.9,286,90,807,29:46:00,-5,1986,REG,defense
13,HOU,16,20.6,329,1071,5051,4.7,284,85,674,30:59:00,-11,1986,REG,defense
14,NO,16,17.9,287,1088,5106,4.7,331,104,787,32:01:00,0,1986,REG,defense
15,DET,16,20.4,326,1029,5182,5.0,298,98,781,30:18:00,6,1986,REG,defense
16,NE,16,19.2,307,1026,5187,5.1,286,105,851,30:31:00,16,1986,REG,defense
17,PHI,16,19.5,312,1090,5225,4.8,278,115,886,29:54:00,8,1986,REG,defense
18,PIT,16,21.0,336,1027,5272,5.1,303,109,876,31:39:00,-3,1986,REG,defense
19,CLE,16,19.4,310,1049,5289,5.0,302,101,752,31:59:00,13,1986,REG,defense
20,WAS,16,18.5,296,1010,5297,5.2,316,115,1025,31:45:00,-4,1986,REG,defense
21,CIN,16,24.6,394,1041,5318,5.1,336,92,835,31:14:00,-10,1986,REG,defense
22,SEA,16,18.3,293,1045,5349,5.1,310,81,652,31:58:00,9,1986,REG,defense
23,LAC,16,24.8,396,1016,5378,5.3,308,108,918,30:59:00,-11,1986,REG,defense
24,BUF,16,21.8,348,1080,5531,5.1,333,129,1103,32:00:00,-21,1986,REG,defense
25,IND,16,25.0,400,1082,5878,5.4,333,97,708,31:33:00,-9,1986,REG,defense
26,MIA,16,25.3,405,1043,6050,5.8,337,82,596,31:46:00,-10,1986,REG,defense
27,NYJ,16,24.1,386,1094,6108,5.6,350,98,795,30:14:00,1,1986,REG,defense
28,TB,16,29.6,473,1097,6338,5.8,362,116,936,32:49:00,-10,1986,REG,defense
1,LAR,1,19.0,19,65,228,3.5,19,6,45,36:06:00,-6,1986,POST,defense
2,CHI,1,27.0,27,72,302,4.2,19,8,65,33:44:00,-3,1986,POST,defense
3,KC,1,35.0,35,61,306,5.0,19,8,54,31:07:00,-3,1986,POST,defense
4,SF,1,49.0,49,65,366,5.6,21,3,23,34:36:00,-4,1986,POST,defense
5,NE,1,22.0,22,80,441,5.5,23,3,20,35:29:00,2,1986,POST,defense
6,CLE,2,21.5,43,141,661,4.7,36,16,133,33:52:00,-4,1986,POST,defense
7,WAS,3,12.3,37,173,743,4.3,41,18,168,28:45:00,10,1986,POST,defense
8,NYG,3,7.7,23,186,746,4.0,44,18,105,26:54:00,4,1986,POST,defense
9,NYJ,2,19.0,38,160,799,5.0,48,5,45,29:38:00,5,1986,POST,defense
10,DEN,3,25.3,76,183,1026,5.6,53,20,169,30:18:00,-1,1986,POST,defense
1,SF,15,16.9,253,925,4091,4.4,250,78,640,28:17:00,12,1987,REG,defense
2,CHI,15,18.8,282,967,4215,4.4,259,121,1103,28:02:00,-20,1987,REG,defense
3,CLE,15,15.9,239,898,4269,4.8,251,120,1013,28:21:00,7,1987,REG,defense
4,NO,15,18.9,283,904,4335,4.8,273,83,669,26:59:00,20,1987,REG,defense
5,LVR,15,19.3,289,947,4363,4.6,266,94,647,29:15:00,-3,1987,REG,defense
6,IND,15,15.9,238,988,4593,4.6,274,85,689,30:31:00,11,1987,REG,defense
7,NYG,15,20.8,312,1060,4658,4.4,276,96,797,33:33:00,-9,1987,REG,defense
8,CIN,15,24.7,370,929,4697,5.1,286,79,654,30:14:00,-6,1987,REG,defense
9,DEN,15,19.2,288,934,4813,5.2,277,95,780,29:36:00,11,1987,REG,defense
10,MIN,15,22.3,335,988,4824,4.9,281,107,964,31:00:00,4,1987,REG,defense
11,BUF,15,20.3,305,1025,4876,4.8,297,102,830,32:58:00,-12,1987,REG,defense
12,NE,15,19.5,293,1041,4877,4.7,293,110,845,31:51:00,10,1987,REG,defense
13,GB,15,20.0,300,1035,4921,4.8,296,104,847,32:05:00,8,1987,REG,defense
14,PIT,15,19.9,299,964,4931,5.1,289,95,770,30:15:00,11,1987,REG,defense
15,TB,15,24.0,360,998,4985,5.0,314,124,926,31:23:00,5,1987,REG,defense
16,HOU,15,23.3,349,971,4993,5.1,286,101,864,30:43:00,0,1987,REG,defense
17,LAC,15,21.1,317,1004,5001,5.0,280,112,894,32:56:00,-15,1987,REG,defense
18,WAS,15,19.0,285,994,5027,5.1,296,98,816,30:34:00,-3,1987,REG,defense
19,NYJ,15,24.0,360,1029,5041,4.9,300,98,886,30:01:00,-5,1987,REG,defense
20,DAL,15,23.2,348,1013,5051,5.0,294,100,851,30:31:00,3,1987,REG,defense
21,LAR,15,24.1,361,948,5123,5.4,279,101,918,30:01:00,-7,1987,REG,defense
22,SEA,15,20.9,314,955,5159,5.4,297,103,885,29:25:00,3,1987,REG,defense
23,PHI,15,25.3,380,1061,5249,4.9,301,105,824,29:12:00,13,1987,REG,defense
24,DET,15,25.6,384,988,5295,5.4,314,115,907,32:07:00,-5,1987,REG,defense
25,LAR,15,24.5,368,1036,5384,5.2,305,90,733,29:27:00,6,1987,REG,defense
26,MIA,15,22.3,335,1007,5445,5.4,315,105,840,31:54:00,-4,1987,REG,defense
27,KC,15,25.9,388,1067,5639,5.3,344,113,951,33:11:00,-14,1987,REG,defense
28,ATL,15,29.1,436,1099,5906,5.4,353,91,724,34:59:00,-21,1987,REG,defense
1,CHI,1,21.0,21,63,272,4.3,17,3,20,27:03:00,-1,1987,POST,defense
2,SF,1,36.0,36,72,397,5.5,22,2,20,33:43:00,-1,1987,POST,defense
3,IND,1,38.0,38,67,404,6.0,25,4,20,32:26:00,-1,1987,POST,defense
4,NO,1,44.0,44,82,417,5.1,28,5,42,41:18:00,-4,1987,POST,defense
5,SEA,1,23.0,23,84,437,5.2,26,4,25,47:44:00,1,1987,POST,defense
6,HOU,2,27.0,54,106,566,5.3,30,7,55,24:54:00,-3,1987,POST,defense
7,CLE,2,29.5,59,127,727,5.7,47,14,119,28:58:00,-1,1987,POST,defense
8,MIN,3,17.0,51,183,787,4.3,37,15,119,24:59:00,4,1987,POST,defense
9,WAS,3,12.3,37,178,926,5.2,49,12,86,30:15:00,4,1987,POST,defense
10,DEN,3,28.3,85,215,1403,6.5,70,23,197,33:08:00,2,1987,POST,defense
1,MIN,16,14.6,233,950,4098,4.3,244,92,758,29:55:00,23,1988,REG,defense
2,CHI,16,13.4,215,976,4378,4.5,264,102,804,27:58:00,1,1988,REG,defense
3,SF,16,18.4,294,1013,4568,4.5,277,75,583,30:44:00,10,1988,REG,defense
4,BUF,16,14.8,237,971,4625,4.8,301,90,713,30:13:00,-3,1988,REG,defense
5,NE,16,17.8,284,961,4681,4.9,273,108,858,29:02:00,-3,1988,REG,defense
6,CLE,16,18.0,288,1006,4778,4.7,299,100,794,29:10:00,-2,1988,REG,defense
7,GB,16,19.7,315,1017,4876,4.8,281,112,903,31:44:00,-9,1988,REG,defense
8,HOU,16,22.8,365,983,4903,5.0,299,115,941,29:56:00,8,1988,REG,defense
9,LAR,16,18.3,293,1041,5054,4.9,289,109,932,29:51:00,3,1988,REG,defense
10,KC,16,20.0,320,1042,5063,4.9,318,104,829,32:26:00,-2,1988,REG,defense
11,NYG,16,19.0,304,1072,5136,4.8,291,116,902,31:50:00,5,1988,REG,defense
12,NO,16,17.7,283,978,5142,5.3,285,77,628,27:22:00,-1,1988,REG,defense
13,TB,16,21.9,350,1025,5171,5.0,293,104,867,31:10:00,-19,1988,REG,defense
14,ARI,16,24.9,398,1014,5188,5.1,301,102,768,29:33:00,-6,1988,REG,defense
15,CIN,16,20.6,329,1057,5204,4.9,321,91,868,31:42:00,7,1988,REG,defense
16,WAS,16,24.2,387,982,5221,5.3,293,91,699,29:16:00,-24,1988,REG,defense
17,IND,16,19.7,315,1014,5331,5.3,314,119,971,30:48:00,4,1988,REG,defense
18,DET,16,19.6,313,1070,5337,5.0,334,105,859,32:02:00,5,1988,REG,defense
19,LVR,16,23.1,369,1055,5407,5.1,309,93,829,31:54:00,-1,1988,REG,defense
20,DAL,16,23.8,381,1021,5422,5.3,297,93,764,29:19:00,-20,1988,REG,defense
21,LAC,16,20.8,332,1072,5456,5.1,336,73,614,32:38:00,-5,1988,REG,defense
22,DEN,16,22.0,352,1054,5484,5.2,316,116,956,31:53:00,-4,1988,REG,defense
23,NYJ,16,22.1,354,1038,5631,5.4,311,88,742,30:13:00,13,1988,REG,defense
24,SEA,16,20.6,329,1041,5694,5.5,321,112,861,31:55:00,6,1988,REG,defense
25,ATL,16,19.7,315,1052,5751,5.5,312,92,766,32:52:00,2,1988,REG,defense
26,MIA,16,23.8,380,1073,5800,5.4,357,98,729,33:58:00,-4,1988,REG,defense
27,PIT,16,26.3,421,1068,5801,5.4,318,78,701,31:29:00,-2,1988,REG,defense
28,PHI,16,19.9,319,1087,5862,5.4,309,105,902,29:02:00,18,1988,REG,defense
1,LAR,1,28.0,28,66,310,4.7,20,6,40,33:54:00,-3,1988,POST,defense
2,CLE,1,24.0,24,62,334,5.4,19,13,118,33:40:00,1,1988,POST,defense
3,PHI,1,20.0,20,57,341,6.0,14,1,5,27:16:00,1,1988,POST,defense
4,SEA,1,21.0,21,68,345,5.1,22,2,29,35:19:00,-1,1988,POST,defense
5,BUF,2,15.5,31,134,600,4.5,43,12,105,35:18:00,1,1988,POST,defense
6,HOU,2,20.0,40,117,632,5.4,37,17,132,28:44:00,-3,1988,POST,defense
7,MIN,2,25.5,51,133,720,5.4,39,16,114,29:56:00,2,1988,POST,defense
8,SF,3,9.3,28,196,805,4.1,48,19,190,30:58:00,2,1988,POST,defense
9,CHI,2,20.0,40,141,836,5.9,43,7,60,32:54:00,-2,1988,POST,defense
10,CIN,3,14.3,43,186,929,5.0,52,14,127,24:10:00,2,1988,POST,defense
1,MIN,16,17.2,275,1019,4184,4.1,266,116,903,30:41:00,3,1989,REG,defense
2,KC,16,17.9,286,951,4302,4.5,254,102,797,28:51:00,-8,1989,REG,defense
3,DEN,16,14.1,226,978,4405,4.5,247,102,833,28:09:00,11,1989,REG,defense
4,SF,16,15.8,253,979,4609,4.7,282,76,586,28:16:00,12,1989,REG,defense
5,NYG,16,15.8,252,943,4669,5.0,267,109,789,28:37:00,7,1989,REG,defense
6,LAC,16,18.1,290,1041,4754,4.6,294,91,721,31:08:00,2,1989,REG,defense
7,CLE,16,15.9,254,1031,4831,4.7,276,122,985,31:51:00,8,1989,REG,defense
8,PHI,16,17.1,274,1017,4896,4.8,280,116,951,29:17:00,24,1989,REG,defense
9,WAS,16,19.2,308,957,4942,5.2,274,93,781,27:02:00,5,1989,REG,defense
10,LVR,16,18.6,297,1046,5010,4.8,309,103,857,32:50:00,2,1989,REG,defense
11,BUF,16,19.8,317,1029,5047,4.9,301,85,611,30:04:00,-6,1989,REG,defense
12,NO,16,18.8,301,997,5186,5.2,294,104,850,26:28:00,8,1989,REG,defense
13,SEA,16,20.4,327,998,5204,5.2,295,117,804,31:55:00,-14,1989,REG,defense
14,HOU,16,25.8,412,940,5211,5.5,314,109,903,28:16:00,5,1989,REG,defense
15,CIN,16,17.8,285,997,5289,5.3,279,112,1015,29:09:00,5,1989,REG,defense
16,GB,16,22.2,356,968,5348,5.5,309,103,846,30:43:00,7,1989,REG,defense
17,TB,16,26.2,419,1025,5465,5.3,317,109,869,30:05:00,2,1989,REG,defense
18,DET,16,22.8,364,1064,5537,5.2,314,106,988,34:50:00,-15,1989,REG,defense
19,DAL,16,24.6,393,1062,5537,5.2,322,101,718,34:23:00,-26,1989,REG,defense
20,PIT,16,20.4,326,1076,5549,5.2,322,96,780,31:10:00,10,1989,REG,defense
21,LAR,16,21.5,344,1022,5576,5.5,308,92,804,30:33:00,9,1989,REG,defense
22,IND,16,18.8,301,1109,5618,5.1,337,103,768,33:26:00,9,1989,REG,defense
23,NE,16,24.4,391,976,5644,5.8,293,112,961,29:23:00,-10,1989,REG,defense
24,MIA,16,23.7,379,1044,5699,5.5,336,105,821,32:58:00,-17,1989,REG,defense
25,CHI,16,23.6,377,1037,5741,5.5,331,95,818,29:50:00,-4,1989,REG,defense
26,ARI,16,23.6,377,1100,5865,5.3,329,105,906,32:33:00,-19,1989,REG,defense
27,NYJ,16,25.7,411,1060,5971,5.6,329,90,675,31:44:00,-16,1989,REG,defense
28,ATL,16,27.3,437,1040,6025,5.8,331,80,662,34:06:00,6,1989,REG,defense
1,HOU,1,26.0,26,64,289,4.5,17,5,40,27:42:00,-1,1989,POST,defense
2,BUF,1,34.0,34,61,325,5.3,18,5,30,34:16:00,-2,1989,POST,defense
3,MIN,1,41.0,41,57,403,7.1,22,9,65,28:40:00,-4,1989,POST,defense
4,PHI,1,21.0,21,71,409,5.8,19,1,5,33:38:00,0,1989,POST,defense
5,NYG,1,19.0,19,70,448,6.4,26,5,35,28:19:00,1,1989,POST,defense
6,SF,3,8.7,26,178,708,4.0,46,5,41,24:00:00,9,1989,POST,defense
7,PIT,2,23.5,47,125,744,6.0,41,10,64,31:45:00,0,1989,POST,defense
8,CLE,2,33.5,67,149,950,6.4,47,7,40,31:18:00,1,1989,POST,defense
9,LAR,3,16.7,50,205,1092,5.3,63,12,134,33:59:00,-2,1989,POST,defense
10,DEN,3,33.0,99,200,1121,5.6,61,20,143,32:17:00,-2,1989,POST,defense
1,PIT,16,15.0,240,940,4115,4.4,257,88,714,30:54:00,10,1990,REG,defense
2,NYG,16,13.2,211,914,4193,4.6,245,83,563,28:45:00,19,1990,REG,defense
3,SF,16,14.9,239,919,4273,4.6,250,84,644,27:22:00,0,1990,REG,defense
4,LVR,16,16.8,268,924,4410,4.8,267,86,710,31:32:00,-2,1990,REG,defense
5,LAC,16,17.6,281,929,4427,4.8,266,87,720,30:46:00,-2,1990,REG,defense
6,CHI,16,17.5,280,926,4504,4.9,256,84,676,28:35:00,19,1990,REG,defense
7,MIA,16,15.1,242,970,4538,4.7,270,91,746,30:14:00,1,1990,REG,defense
8,BUF,16,16.4,263,983,4607,4.7,288,107,839,31:21:00,14,1990,REG,defense
9,SEA,16,17.9,286,949,4609,4.9,280,108,766,30:43:00,-7,1990,REG,defense
10,DAL,16,19.2,308,987,4615,4.7,279,103,897,31:23:00,-3,1990,REG,defense
11,HOU,16,19.2,307,891,4654,5.2,279,133,1005,29:34:00,-3,1990,REG,defense
12,PHI,16,18.7,299,948,4660,4.9,249,93,701,27:02:00,1,1990,REG,defense
13,MIN,16,20.4,326,972,4717,4.9,257,100,787,31:43:00,-4,1990,REG,defense
14,WAS,16,18.8,301,942,4723,5.0,268,88,698,28:49:00,6,1990,REG,defense
15,KC,16,16.1,257,944,4876,5.2,270,125,849,28:30:00,26,1990,REG,defense
16,NO,16,17.2,275,986,4879,4.9,281,86,645,30:01:00,-13,1990,REG,defense
17,CLE,16,28.9,462,987,5190,5.3,314,96,681,33:48:00,-24,1990,REG,defense
18,ARI,16,24.8,396,958,5216,5.4,306,96,834,31:22:00,-4,1990,REG,defense
19,ATL,16,22.8,365,983,5263,5.4,299,95,809,29:55:00,0,1990,REG,defense
20,DEN,16,23.4,374,969,5345,5.5,307,105,839,30:51:00,-7,1990,REG,defense
21,LAR,16,25.8,412,948,5392,5.7,287,109,973,30:24:00,-1,1990,REG,defense
22,GB,16,21.7,347,981,5440,5.5,286,108,844,30:26:00,-12,1990,REG,defense
23,NYJ,16,21.6,345,978,5467,5.6,316,108,869,30:55:00,5,1990,REG,defense
24,TB,16,22.9,367,1002,5479,5.5,314,78,607,32:07:00,-2,1990,REG,defense
25,CIN,16,22.0,352,1010,5605,5.5,309,100,819,31:13:00,-4,1990,REG,defense
26,IND,16,22.1,353,1033,5614,5.4,321,104,781,34:32:00,-7,1990,REG,defense
27,NE,16,27.9,446,974,5692,5.8,308,73,488,32:39:00,-5,1990,REG,defense
28,DET,16,25.8,413,1082,5738,5.3,335,97,796,35:10:00,-1,1990,REG,defense
1,PHI,1,20.0,20,66,299,4.5,15,3,23,30:23:00,-1,1990,POST,defense
2,KC,1,17.0,17,64,311,4.9,23,2,22,34:16:00,1,1990,POST,defense
3,HOU,1,41.0,41,69,349,5.1,24,4,40,39:45:00,-2,1990,POST,defense
4,NO,1,16.0,16,71,365,5.1,18,7,57,37:31:00,-2,1990,POST,defense
5,CHI,2,18.5,37,122,481,3.9,34,4,25,30:26:00,1,1990,POST,defense
6,CIN,2,17.0,34,103,615,6.0,33,5,33,26:59:00,3,1990,POST,defense
7,WAS,2,17.0,34,123,656,5.3,36,8,65,30:52:00,-1,1990,POST,defense
8,LVR,2,30.5,61,117,684,5.8,42,7,37,30:56:00,-7,1990,POST,defense
9,SF,2,12.5,25,140,752,5.4,45,6,60,34:26:00,1,1990,POST,defense
10,NYG,3,11.7,35,149,843,5.7,42,19,128,21:42,2,1990,POST,defense
11,MIA,2,30.0,60,121,860,7.1,39,8,65,27:39:00,-2,1990,POST,defense
12,BUF,3,19.0,57,217,1136,5.2,69,11,91,34:48:00,7,1990,POST,defense
1,PHI,16,15.2,244,903,3565,3.9,206,105,881,27:35:00,4,1991,REG,defense
2,NO,16,13.2,211,875,3933,4.5,216,97,711,26:23:00,18,1991,REG,defense
3,WAS,16,14.0,224,951,4286,4.5,243,95,772,28:17:00,17,1991,REG,defense
4,CHI,16,16.8,269,943,4504,4.8,253,94,891,28:38:00,-3,1991,REG,defense
5,DEN,16,14.7,235,941,4554,4.8,241,105,848,28:24:00,8,1991,REG,defense
6,SF,16,14.9,239,929,4554,4.9,260,82,781,28:26:00,-3,1991,REG,defense
7,NYG,16,18.6,297,888,4597,5.2,258,80,622,28:13:00,-2,1991,REG,defense
8,SEA,16,16.3,261,988,4701,4.8,263,109,856,31:46:00,-5,1991,REG,defense
9,HOU,16,15.7,251,983,4754,4.8,281,111,797,30:05:00,-3,1991,REG,defense
10,GB,16,19.6,313,1032,4813,4.7,298,107,782,32:04:00,-7,1991,REG,defense
11,NYJ,16,18.3,293,952,4970,5.2,298,93,774,27:28:00,12,1991,REG,defense
12,TB,16,22.8,365,990,4979,5.0,294,110,925,33:03:00,-20,1991,REG,defense
13,KC,16,15.8,252,927,4998,5.4,276,110,827,29:04:00,11,1991,REG,defense
14,MIN,16,19.1,306,988,5020,5.1,301,93,709,31:53:00,1,1991,REG,defense
15,DET,16,18.4,295,1009,5046,5.0,306,95,719,32:30:00,7,1991,REG,defense
16,DAL,16,19.4,310,962,5059,5.3,298,99,793,30:21:00,1,1991,REG,defense
17,ARI,16,21.5,344,965,5059,5.2,301,93,719,31:59:00,-1,1991,REG,defense
18,CLE,16,18.6,298,1005,5084,5.1,300,103,770,31:15:00,15,1991,REG,defense
19,LAC,16,21.4,342,959,5114,5.3,291,85,713,31:34:00,0,1991,REG,defense
20,IND,16,23.8,381,962,5127,5.3,308,88,645,32:12:00,-3,1991,REG,defense
21,PIT,16,21.5,344,1039,5167,5.0,321,84,685,33:08:00,0,1991,REG,defense
22,LVR,16,18.6,297,1002,5174,5.2,306,111,905,31:08:00,1,1991,REG,defense
23,LAR,16,24.4,390,921,5204,5.7,287,83,743,31:57:00,-21,1991,REG,defense
24,ATL,16,21.1,338,974,5248,5.4,278,99,797,31:13:00,-1,1991,REG,defense
25,MIA,16,21.8,349,1017,5407,5.3,327,90,679,31:18:00,-7,1991,REG,defense
26,NE,16,19.1,305,1050,5431,5.2,312,85,613,31:19:00,-11,1991,REG,defense
27,BUF,16,19.9,318,1085,5458,5.0,335,107,918,34:11:00,2,1991,REG,defense
28,CIN,16,27.2,435,980,5636,5.8,307,94,808,31:55:00,-10,1991,REG,defense
1,LVR,1,10.0,10,55,204,3.7,16,3,20,30:32:00,-4,1991,POST,defense
2,CHI,1,17.0,17,48,288,6.0,15,2,16,22:31,-3,1991,POST,defense
3,NYJ,1,17.0,17,64,303,4.7,21,8,55,33:40:00,-1,1991,POST,defense
4,NO,1,27.0,27,57,334,5.9,20,6,48,26:52:00,-1,1991,POST,defense
5,DET,2,23.5,47,106,621,5.9,33,7,65,29:28:00,1,1991,POST,defense
6,DEN,2,17.0,34,116,635,5.5,35,19,120,28:46:00,0,1991,POST,defense
7,ATL,2,22.0,44,141,662,4.7,45,9,72,35:38:00,-4,1991,POST,defense
8,HOU,2,18.0,36,120,703,5.9,44,11,115,28:57:00,1,1991,POST,defense
9,KC,2,21.5,43,137,724,5.3,45,15,115,32:48:00,3,1991,POST,defense
10,WAS,3,13.7,41,197,780,4.0,57,16,115,27:11:00,12,1991,POST,defense
11,DAL,2,25.5,51,137,793,5.8,49,8,55,34:34:00,-1,1991,POST,defense
12,BUF,3,19.3,58,196,934,4.8,58,19,161,31:29:00,-3,1991,POST,defense
1,DAL,16,15.2,243,873,3933,4.5,240,95,733,26:03:00,7,1992,REG,defense
2,NO,16,12.6,202,949,4082,4.3,246,77,729,29:50:00,9,1992,REG,defense
3,HOU,16,16.1,258,908,4210,4.6,256,114,881,29:55:00,-3,1992,REG,defense
4,LAC,16,15.1,241,906,4238,4.7,250,99,803,28:50:00,3,1992,REG,defense
5,KC,16,17.6,282,949,4317,4.5,256,124,959,30:26:00,19,1992,REG,defense
6,PHI,16,15.3,245,958,4402,4.6,252,86,676,29:39:00,9,1992,REG,defense
7,WAS,16,15.9,255,911,4437,4.9,250,87,713,29:56:00,10,1992,REG,defense
8,MIN,16,15.6,249,997,4525,4.5,294,98,768,31:02:00,10,1992,REG,defense
9,LVR,16,17.6,281,973,4530,4.7,265,99,755,31:56:00,-19,1992,REG,defense
10,MIA,16,17.6,281,976,4583,4.7,274,88,664,30:45:00,-2,1992,REG,defense
11,SEA,16,19.5,312,987,4583,4.6,247,103,778,32:53:00,-9,1992,REG,defense
12,BUF,16,17.7,283,991,4601,4.6,277,117,925,32:58:00,-3,1992,REG,defense
13,PIT,16,14.1,225,949,4654,4.9,267,104,819,28:56:00,11,1992,REG,defense
14,CLE,16,17.2,275,963,4755,4.9,281,93,765,30:47:00,4,1992,REG,defense
15,SF,16,14.8,236,942,4785,5.1,277,78,651,28:39:00,7,1992,REG,defense
16,NYJ,16,19.7,315,961,4877,5.1,276,82,803,30:41:00,0,1992,REG,defense
17,CHI,16,22.6,361,953,4953,5.2,272,92,780,31:01:00,-4,1992,REG,defense
18,NYG,16,22.9,367,923,5043,5.5,288,96,753,31:38:00,3,1992,REG,defense
19,NE,16,22.7,363,1000,5048,5.0,293,92,673,32:50:00,-16,1992,REG,defense
20,DET,16,20.8,332,976,5058,5.2,309,112,871,32:24:00,-4,1992,REG,defense
21,IND,16,18.9,302,1005,5076,5.1,316,102,836,32:05:00,-2,1992,REG,defense
22,DEN,16,20.6,329,1001,5079,5.1,283,96,725,32:09:00,-14,1992,REG,defense
23,GB,16,18.5,296,924,5098,5.5,277,98,830,28:48:00,-2,1992,REG,defense
24,ARI,16,20.8,332,915,5126,5.6,281,104,826,29:59:00,-14,1992,REG,defense
25,TB,16,22.8,365,985,5181,5.3,296,78,563,31:45:00,4,1992,REG,defense
26,CIN,16,22.8,364,1023,5333,5.2,320,96,798,33:14:00,6,1992,REG,defense
27,LAR,16,23.9,383,1006,5518,5.5,320,103,777,32:30:00,-4,1992,REG,defense
28,ATL,16,25.9,414,933,5542,5.9,306,91,751,32:30:00,-6,1992,REG,defense
1,PIT,1,24.0,24,63,325,5.2,19,4,33,32:26:00,-2,1992,POST,defense
2,KC,1,17.0,17,63,342,5.4,18,5,44,29:46:00,-2,1992,POST,defense
3,NO,1,36.0,36,64,349,5.5,19,4,37,31:25:00,-3,1992,POST,defense
4,MIN,1,24.0,24,73,358,4.9,24,2,15,42:43:00,-1,1992,POST,defense
5,HOU,1,41.0,41,63,366,5.8,19,4,30,25:27:00,-1,1992,POST,defense
6,WAS,2,13.5,27,104,549,5.3,31,11,88,25:12:00,1,1992,POST,defense
7,MIA,2,14.5,29,135,560,4.1,30,7,59,30:36:00,1,1992,POST,defense
8,LAC,2,15.5,31,129,575,4.5,35,7,62,34:41:00,-2,1992,POST,defense
9,PHI,2,27.0,54,125,706,5.6,42,9,65,32:56:00,2,1992,POST,defense
10,SF,2,21.5,43,135,739,5.5,44,8,48,31:06:00,-4,1992,POST,defense
11,DAL,3,15.7,47,182,955,5.2,58,14,144,26:04:00,12,1992,POST,defense
12,BUF,4,25.8,103,259,1353,5.2,80,19,146,30:02:00,-1,1992,POST,defense
1,MIN,16,18.1,290,938,4408,4.7,259,97,767,30:32:00,9,1993,REG,defense
2,GB,16,17.6,282,999,4474,4.5,260,86,712,29:07:00,-1,1993,REG,defense
3,PIT,16,17.6,281,961,4532,4.7,267,76,647,28:45:00,11,1993,REG,defense
4,DET,16,18.2,292,990,4667,4.7,279,75,500,31:55:00,3,1993,REG,defense
5,NYG,16,12.8,205,950,4668,4.9,268,98,820,28:01:00,11,1993,REG,defense
6,CHI,16,14.4,230,1025,4668,4.6,291,91,783,31:24:00,0,1993,REG,defense
7,NYJ,16,15.4,247,949,4703,5.0,266,88,654,28:44:00,5,1993,REG,defense
8,NO,16,21.4,343,1009,4709,4.7,274,87,590,31:27:00,-4,1993,REG,defense
9,LVR,16,20.4,326,995,4728,4.8,304,104,803,30:41:00,-1,1993,REG,defense
10,DAL,16,14.3,229,1012,4765,4.7,300,88,647,29:24:00,10,1993,REG,defense
11,KC,16,18.2,291,1013,4766,4.7,300,129,1008,31:31:00,11,1993,REG,defense
12,CLE,16,19.2,307,1040,4776,4.6,291,106,831,30:28:00,-14,1993,REG,defense
13,NE,16,17.9,286,1013,4805,4.7,269,112,808,31:05:00,-12,1993,REG,defense
14,HOU,16,14.9,238,1002,4882,4.9,290,103,791,28:12:00,-2,1993,REG,defense
15,SF,16,18.4,295,1012,4997,4.9,297,99,743,30:05:00,0,1993,REG,defense
16,PHI,16,19.7,315,966,5019,5.2,271,86,615,29:26:00,3,1993,REG,defense
17,CIN,16,19.9,319,1001,5025,5.0,306,74,560,31:02:00,6,1993,REG,defense
18,LAC,16,18.1,290,1001,5059,5.1,299,95,724,30:08:00,15,1993,REG,defense
19,DEN,16,17.8,284,1005,5145,5.1,281,128,1019,29:50:00,3,1993,REG,defense
20,MIA,16,21.9,351,1061,5150,4.9,333,93,650,31:11:00,-7,1993,REG,defense
21,ARI,16,16.8,269,962,5176,5.4,278,96,730,28:18:00,-7,1993,REG,defense
22,TB,16,23.5,376,1012,5247,5.2,281,125,913,31:22:00,-15,1993,REG,defense
23,SEA,16,19.6,314,1085,5306,4.9,323,110,818,31:11:00,6,1993,REG,defense
24,LAR,16,22.9,367,1003,5403,5.4,304,80,532,32:42:00,-10,1993,REG,defense
25,ATL,16,24.1,385,950,5427,5.7,277,100,878,29:38:00,-18,1993,REG,defense
26,WAS,16,21.6,345,1027,5497,5.4,305,100,783,32:03:00,0,1993,REG,defense
27,BUF,16,15.1,242,1119,5547,5.0,331,102,681,33:49:00,12,1993,REG,defense
